id,type,text1,text2,text3,notes
maunderer,SHIP,"While the Wayfarer is a rather ubiquitous combat freighter, this modification is not. The Maunderer is a rather strange combination of Shepherd and Wayfarer, with two borer drone bays and a medium energy mount for mining weapons. Further, the ship maintains good cargo capacity, and has an attached gantry for salvage operations. The costs of these desirable characteristics is a reduced number of weapon mounts, the vessel's engines have not been upgraded to accomodate the enhanced salvage gantry and drone bays making it slower than expected, and the sheer mass of equipment aboard makes the ship expensive to maintain.",,,
finch,SHIP,"An old model found by Hazard Mining Incorporated, it's unclear whether this ship was a precursor to the Cerberus, or a modification of the Pegasus (now colloquially known as the Mudskipper). Nevertheless, this shuttle is an effective small freighter, able to carry an impressive amount of cargo at acceptable speed. Most worryingly, however, this ship lacks the ability to turn properly and lacks proper ship defenses making it vulnerable to flanking movement during escapes.",,,
hmi_shotglass,SHIP,"This 'ship' is not so much a space-worthy vessel, but more of a mobile artillery piece.

The design was originally an old drunkard's attempt to convert a useless transport drone into an effective combat shuttle. After said designer had drunk himself to death, the horrifically terrible design was passed around as a fake LPC; people would gamble away the chip as a 'LPC of an original design', only to reveal this piece of spaceborne trash on analysis once the gambler had departed. The design eventually entered into the pocket of an enterprising member of HMI with poor card skills, who then mass produced these cheap hulls to make a surprisingly effective swarm fleet. Comprised of nothing but weapon mountings, flux systems to support the weapons, and an engine to move the weapons, this ship is laughably fragile. However, the fact that this nimble vessel possesses disproportionate ordinance for it's size, and is fairly cheap, means that it masses well, and functions effectively as a cheap escort. Further, considering its literally comprised of floating junk, it's fairly easy to improve on the design the more damaged it becomes.",,,
hmi_greasy,SHIP,"A huge logistical vessel used by Hazard Mining Incorporated, this hulking vessel can double as a combat capital and fight off small pirate fleets.

During exploration of an ancient Domain facility, the Hazard Mining Company discovered the LPC for a ship of truly gigantic proportions. The ship was a complete monster, able to hold truly gargantuan amounts of cargo and move it at incredibly fast speed in real space - rumoured to be the design chip of one of the legendary Gate Haulers. However, the titanic vessel was far too large to be constructed with present ship building technology - even the starforges of Chicomoztec would struggle to produce this monstrously huge design in under twelve centuries of continous work. Before the design was locked away in the archives a particularly sharp director noted that the hull was held together with small, yet very sturdy modular nodes, which individually could be easily assembled. The structural node was isolated from the design, hacked into an LPC, and then loaded with weaponry to produce the Greasy, so named because of how difficult it is to rub out. Considering most of the ship is simply added bits and pieces to a very sturdy base, the hull has a high degree of tunability, with the ship becoming more flexible in composition the older it gets.",,,
hmi_snail,SHIP,"This ship is little more than a cargo container with enough accruments of space-ship navigation to be classed as a 'vessel'.

A product of bizarre circumstances, the Snail was originally produced when an enterprising student of engineering attempted to hack a ship into existance using the blueprints of a cargo container, a flak cannon, and disparate engine parts from other designs. The original blueprint produced a very sturdy prototype made out of scrap. During its maiden voyage across the spacedock, a Hazard Mining Incorporated privateer blasted the spacedock, stole the ship, and left, leaving behind a very bewildered student in the Nortia space dock. On raiding the ship's cargo holds, only to reveal the ship was loaded with heavy trash and not high-value cargo, the main Privateer quickly said that this cutting edge design of a ship was the real prize. Needless to say said Privateer was shot out of the airlock, but the ship was kept, mostly as a mascot. Said mascot was, inexplicably, the only surviving craft after a later attack by the Luddic Path. Finding themselves in a cloud of debris in hostile space, the desperate crew reworked the ship into a semi-functioning combat vessel using parts found on the rapidly dispersing battlefield. Quickly they found exactly how amazing hardy, and how ridiculously modular the ship was, as they were able to attach more and more systems to the ship. After several close calls with Luddites, Pirates and Scavangers, the crew eventually made it home, where the vessel they sailed passed into legend - and later into a hacked LPC blueprint called by the same name originally spray-painted on the hull, 'The Snail'.",,,
hmi_streak,SHIP,"Brutal but brittle, this lightning quick attack vessel can hit well above its very, very small weight.

This ship was produced by accident when a Hazard Mining engineer attempted to change the output of a modular autofac producing Heavy Machinery. The engineer was hoping to produce a much more complicated and higher value product, but instead it produced a mangle of engine parts and structural components. On being finally constructed, the engines on the hunk of junk spontaneously ignited and shot the scrap heap out of the autofac, clipping a Buffalo and destroying thousands of credits worth of food. The engineer's supervisor, bemused, took the design and, with some hacking from a Lasher blueprint, produced the Streak. Fragile and fast, the Streak is an aggresive attack vessel composed only of weapons, flux capacitors and an engine that doubles as the primary structural support.",,,
marlin,SHIP,"The design of this ship (amongst others) was located on a techmining expedition far beyond the core worlds from the remnants of an old Polity. The entire ship range was extracted intact, however the components needed to assemble the discovered hulls are not in circulation, needing refined assembly technqiues that have since been lost due to the Collapse. While the larger ship designs discovered could not be constructed without these components, the smallest one could. This vessel, while being the most inferior of the designs, is still superior to many ships of its size class available today. With a flux-efficient built-in energy blaster, fantastic agility, and very attractive flux statistics, the Marlin is an effective but rare frigate in Company patrols.",,,
hmi_charlie,SHIP,"A successful attempt to up-armour and up-arm the Gremlin, the Charlie (also called the Muntz) is a cheap, heavily armoured if sluggish phase ship with a dangerous weapons layout.",,,
wolf_assault,SHIP,"An uncommon derivative of the Wolf, this ship has heavier armour and ballistic integration in all of its small mounts.

A rather strange design, the Wolf (Assault) was a work of love by a completely unknown ship designer. This is because the design was stolen from the designer by another designer, which was then stolen again by yet another designer. Once lawsuits were made and settled by a startling amount of bloody assassinations and reprisals, the whole matter was left in the air as to who actually had the rights to the ship design. With the company at large unwilling to pursue an intensive legal matter over what could be argued to be an inferior Wolf design, the hull was consigned to obscurity. However, acquisition of the ship design has become something of a right of passage for hackers within the Tri-Tachyon Corporation, and as a result the hull design is passed on and quietly producely  quasi-legally for curious ship designers and avid collectors. ",,,
,,,,,
#DESTROYERS DESTROYERS DESTROYERS,,,,,
hammerhead_tt,SHIP,"The Hammerhead is a well-respected vessel due to it's versatile ballistic loadout and good staying power. Naturally the Tri-Tachyon Corporation would investigate a high-tech refit of the vessel, however modification of the vessel often ran into issues. Sometimes the project itself had its funding redirected to other sources, other times the project itself was just a front for embezzlement, and yet other times the modifications did not meet the design goals set out by the Executive Design Commitee. The Hammerhead (TT) only passed the prototype stage when a Mayasuran with a deep affinity and love of the Hammerhead chasis came up with a fairly workable design independantly of Tri-Tachyon attempts. She was quickly recruited, and she now heads  the Hammerhead (TT) development project, of which this is a prototype model. With a more energy-based loadout and a mini-burn system, this flexible ship can wear down enemies at range with ballistics before leaping in to finish them off with energy-based weapony.",,,
hammerhead_hmi,SHIP,"The Hammerhead is not often seen in the outer reaches of the sector, and when one comes about it is often found to be relatively uneconomical to run. The solution was suggested by Haseo Fuyutsuki himself: take the Hammerhead hull, and apply Buffalo containers to the empty space of the vessel. This wouldn't resolve the economy of the ship, but would improve its versatility to the point where the cost could be justified. Hacking this design was very straightforward, however the resulting ship was incredibly sluggish and lacked the punch the Hammerhead possesses. Additional alterations had to be made, and it was these more experimental changes that resulted in the vessel succumbing to combat strain much sooner than the base Hammerhead. Nevertheless, the Vidit is an effective combat freighter that is seeing increasing interest in the sector at large.",,,
brasher,SHIP,"After a pirate attack during the Collapse, a desperate team of mining engineers constructed a ship from various remaining parts from the ruins of their convoy. When the pirates returned they were easily able to overwhelm the shoddily built ship, but the basis of the design caught the attention of the raiding party. They later joined up with the Company as privateers, and after a joke spoken about the ship over drinks, a design was quickly whipped up by a Company engineer to produce the first iteration of the Brasher. With a reworked design for increased construction efficiency and to allow for additional weapon mounts, the Brasher is a brutal ship.  Often the choice for the knife-fighting seargent or the close support artillery officer, this ship is capable of dumping ludicrous amounts of forward facing firepower. Unfortunately, it's let down by the absence of an efficient shield generator and non-existent point defence options, requiring an escort to achieve maximum potential.",,,
cockroach,SHIP,"At its core this ship has parts of a chasis of a proto-hammerhead model with far too many support struts and solid hull plating. Tacked onto this incomplete design are bits and pieces from salvaged and scavenged light craft, brought together to create a rickety old bastard of a ship. Well reknowned for personalization, these ships quickly adopt a character all of their own as damaged systems are overlayed with improved upgrades. For all their possibility for modification, it should be stressed that these ships are ultimately floating junk piles, and will wither against a more well-constructed enemy.",,,
zebu,SHIP,"Comprised of bits and pieces of buffaloes, cerberi, hounds, asteroids and general space junk, the Zebu is a hardy ship. Able to be bashed completely to a pulp, and then easily put back together, this ship is a useful, cheap cargo hauler. Not useful in a stand up fight, but should be able to survive long enough to burn away.",,,
mule_hmi_heavy,SHIP,"A product of enevitability, this up-armed modification of the Mule removes some of the cargo space, and adds two medium ballistics, a flight deck and two small missile hardpoints at the front. Further, the engines were replaced with vastly more fuel-efficient versions, and a surveying suite integrated into the vessel's systems. With a superior logistics profile and fuel efficiency, combined with an effective weapons loadout, this ship is perfect for the budding explorer.",,,
mule_hmi_light,SHIP,"The Donkey is a ramshackle vessel for mining - and not much else. Just about everything from weapons to armour to cargo space have been judiciously removed, and replaced with drone bays. With three Blitz Drone manufactories the ship can strip resource rich areas with ease, however they will require support vessels to contain the mined material. The sacrifice of the ship's combat capabilities make the vessel hilariously fragile, however the Blitz Drones enable the ship to provide at least some fighter cover in small enganements.",,,
mule_hmi_x,SHIP,"This pirate modification to the Dromedary removes the hangar bay and front missile hardpoints, replacing it with a large missile hardpoint. With additional scavenged engines, this ship can be terrifyingly effective in many roles, posing a horrible foe for bounty hunters, traders, and even small patrols. The only saving grace for the hapless victims of this ship is the heavy modifications to an already modified ship rapidly burns out the ship systems, causing it to rapidly lose effectiveness in extended engagements.",,,
nebula_hmi,SHIP,"The Nebula is one of the most common destroyer-sized vessels in the Sector. Highly desired for their ability to carry passengers long distance, to the standard Hazard miner these ships are only useful as salvage - or conversion into a Nebulite. With the ship's passenger compartments removed and replaced with mining pod bays, cargo compartments, a salvage gantry and a more energy based layout, the Nebulite is a mean mining and salvage vessel. Unfortunately the alterations to the Nebulite does not improve on engine efficiency, making the ship much slower, and the upkeep of the jam-packed features is disproportionately high for it's size.",,,
shrike_prototype,SHIP,"A rare modification of the Shrike, this limited-run prototype bears a Temporal Shell system, but suffers from reduced performance time and increases maintenance costs.

While the Scarab was considered to be a rather fantastic experimental platform for the Temporal Shell device, several designers and pilots within the Tritachyon Corporation disagreed, as they determined that the decentralised weapon layout of the Scarab simply did not harness the full power of the system. To refine the system in depth, key designers examined the Shrike hull as a possible hull for Temporal Shell implementation. After several design passes this version of the Shrike was created, with a very limited run of test models produced. The resulting hull was an absolute horror to behold on the field of battle, however using the Temporal Shell device on such a comparatively large vessel gravely stressed the ship, preventing extended combat function. Further, creating a Temporal Shell device for this sized vessel is incredibly difficult, necessitating far too much production time for a relatively small number of vessels with limited combat capability. With this in mind the project was put on temporary, and then permament hold. Despite this, the very few hulls produced during the testing phase were bought by Tri-Tachyon Executives, and even today very rarely show up in Tri-Tachyon fleets and markets.",,,
hmi_pardon,SHIP,"An incredibly rare prototype of the Harbringer bourne from the engineering standpoint that the Phase Cloak was unfeasible, this vessel mounts a degraded version of the Causality Drive and an additional two medium energy mounts and an upgraded large energy mount.

Phase Cloaking is an advanced piece of technology, and some individuals within Tri-Tachyon percieved that its widespread implementation would be impossible. This was due to the expense of the drive, the long-term effects of sustained p-space exposure on crew and officers, and the reliability of the cloak itself. Consequently a limited run of 'phaseless' prototypes were produced, however these ships repeatedly ran into problems with their extraneous systems. In the case of the Appeasement, the Quantum Disruptor was difficult to charge up, as a large part of the system required the temporal detanglement provided by the phase cloak. The Triplet-State Disruptor system was the compromise, which provided similar effects to the Disruptor while not requiring the phase cloak system. To compensate for this the designers added additional ordinance, expanding the middle medium weapon emplacement with a larger mount, and adding two medium energy mounts where the phase cloak drives would normally be placed.  After review, it was determined that the ship itself was an effective artillery vessel, however its disproportionate cost to build and maintain prevented its widespread usage. Further, the competing Ionos already existed and proved to be just as effective. Ships from the limited run are in high demand amongst Tri-Tachyon Executives however, and they are occassionally spotted in Tri-Tachyon fleets piloted by proud and smug Executives.",,,
jakkle,SHIP,"The Jakkle design was received from a techmining colony, mere moments before said colony was destroyed due to a raider attack. The Luddic Church claims the Company of being said raiders, and the Jakkle the blood-stained proof of Company extortion. Regardless of the source, the Jakkle is an effective strike vessel. Using its built-in pair of Khradeh Autocannons to pressure ships until their shields are overloaded, the Jakkle then quickly dashes in with its burst burn ability, before using its impressive missile complement to take advantage of the crippled ship. Unfortunately, the design of the Jakkle has many key issues, such as the Khradeh having oddly poor integration into the structure, windows being installed in vulnerable sections, fire suppression systems that are linked up to the fuel systems instead of the water tanks, along with hundreds of incredibly annoying minor flaws seemingly deliberately integrated into the design - perhaps the last laugh of some poor lost techmining colony.",,,
mulligan,SHIP,"This vessel is a crude attempt to utilize the cheap, low-grade phase coil on the Gremlin on a destroyer-sized chasis. The two phase coils work surprisingly well in tandem without breaking the ship in half, to the point where the heavy ordinance and armour could be installed on the ship without possible phase accidents and p-space disruptions. Designed to brutally push through enemies from unprotected areas, this ship does have structural issues due to the admittedly haphazard construction of the destroyer chasis, and the heavy focus on forward firepower can leave the ship vulnerable if caught out of position.",,,
hmi_wobbie,SHIP,"The Wobbie is a destroyer-sized attempt to use the Gremlin's primitive phase drive. The general principle was to put as much armour and armament  around the circular phase drive as possible, while maintaining the ships ability to remain in p-space. The result is a heavy thug of a ship that can phase for short periods of time, however the high degree of overtuning required to make the Wobbie function correctly has negative consequences on prolonged use in combat.",,,
hmi_convict,SHIP,"A somewhat simple design, the Convict was produced when a LPC hack of a Mora and a Condor went wrong somewhere along the line. However, with perserverence and dedication, the design was eventually refined into a semi-usable form - which was then promptly stolen by an agent of Hazard Mining Incorporated. With a highly-modular substructure that can be easily reconstructed around several fighter manufactories and missile arsenals, the Convict is a suitable carrier option if one doesn't mind how slow and fragile it is.",,,
hmi_creep,SHIP,"Unlike a lot of Junker designs, the Creep was actually designed right from the beginning to be deliberately modular and cheap in its construction. A product of a desperate polity during the collapse, this design was produced with the idea of out-producing the enemy with low quality ships. While said polity was able to successfully fight off pirate raids, they could not fight the rapid depopulation of their forces. Eventually the polity dissolved coincidentally about the time Hazard Mining showed up, who were able to acquire the design from fleeing survivors of the polity's ruling caste. Fast and brutal, the Creep is mostly engine and weapons systems, with not a lot else to hold it together.",,,
category,SHIP,"Discovered in a techmining operation somewhere far east of the core worlds, the history of the Category is completely unknown. The design was found in a safe buried in the middle of a blasted plain on a ruin-covered world, with no record of the planet's name, let alone the name of the cratered plains. The design of this ship is corrupted with several minor issues occuring during production due to missing entries and unaccessible lines of code, which often required deft application of low-quality parts and repeated clicking of the 'Ignore Errors' button on the holodisplay. The result is an effective light artillery destroyer with a strong ballistic complement, an accelerated ammo feeder system, and decent armour.",,,
marinas,SHIP,"A sophisticated design, the Marinas is a very aesthetically appealing vessel with a focus on energy weaponry. This advanced design was sourced from the floating ruins of a gas giant south of the core worlds, although whether the ruins existed before or after Hazard Mining Incorporated showed up is unclear. The unique feature of the Marinas is its Time Accelerator system. This unusual version of the Temporal Shell system does not dilute time across the entire vessel, instead only accelerating time in the weapon and flux systems. While the system does not grant the ship improved agility or reaction time, it does enable the ship to temporarily hit well above its weight without overly stressing the ship's subsystems. While the ship does have truly impressive combat ability, the construction of the vessel is plagued with issues due to a shortage of delicate machinery and a large number of systems that appear to be purely aesthetic, and yet with their removal causes the Time Accelerator system to inexplicably malfunction and destroy half the autofactory during testing.",,,
calico,SHIP,"The design of the Calico was recovered interestingly enough from an archeaological dig investigating a Pre-Domain site. While sifting amongst old vidphones and vision screens, an anachronistic package was found which contained this design along with evidence of post-collapse technology. How this package managed to appear buried kilometers below the surface in a long-lost pre-Domain colony is a complete mystery, but it's sale to the Company more than covered the dig's expenses. The Calico is a combat carrier with a focus on very strong shields and ample flux capacitance to weather incoming fire, while using its fighter complement and weapon systems to destroy targets. While the design is uncorrupted and the components used in the ship's construction are not difficult to source, it is believed that there is something wrong with the design due to repeated issues with the ships subsystems that often require repairs to be repeated multiple times.",,,
ascendate,SHIP,"Early in Haseo Fuyutsuki's career, he entered into a ship auction hoping to acquire an LPC for the Sunder for his budding Company. He bid on what he thought was the design he desired, but once the bidding had ended he discovered he had won the worn and apparently partially eaten LPC of the Ascendante. This makes the Ascendate rather novel as one of the few ship designs the company acquired through perfectly legitimate means - that can also be comfirmed by third parties, at least. The Ascendate is in many regards an up-armoured Sunder. A lot of the underlying infrastructure is similar, except there is considerably more armour and hull reinforcement applied to the ship. A generous weapons layout and a large energy mount completely encased in armour and hidden from view ensures that this brawler of a ship can weather a fair amount of punishment. However, the ship itself is painfully slow and due to the original LPC of the Ascendante being damaged, unexpected issues can arise rather quickly after prolonged engagement.",,,
prognosticator,SHIP,"The Prognosticator is an awkward light destroyer chassis due to its shape and size. This is because the ship is actually the acruments of starfaring wrapped around a top-secret, experimental engine. This mechanism, according to eye-witness reports, is able to cause target vessels to slow down in speed, fire rate and venting. Secretive testing of scavanged target ships appear to indicate some type of time dilation is involved. Consequently, despite appearing quite weak and vulnerable, this ship is a powerful support vessel, which should be eliminated at the earliest opportunity.",,,
,,,,,
#CRUISER CRUISER CRUISER,,,,,
scarecrow,SHIP,"The result of a rich Warlord wanting the have the biggest and best Eagle, the designs for the Scarecrow were stolen from the grip of his cold dead hands by ""Hazard"" Fuyutsuki himself. Unfortunately the design was not complete, and the various missing parts often resulted in the ship shearing in half if it moved too quickly. This ship has seen repeated design passes and refinements to try and make it into a somewhat functional vessel at the direction of Fuyutsuki as well - although whether he was interested in a heavy cruiser for the Company, or because he too wanted the biggest and best Eagle in the sector is unclear. With additional substructure reinforcement the ship was able to perform more high speed movement without cracking in two, and more weapons systems were integrated. At some point in the design process a fighter bay was added to the front to provide additional support, and later large ballistic mounts were integrated to give the ship more punch. The result is a very heavy cruiser with a generous weapons layout, let down by sluggish controls and several design issues that prevent the ship from seeing extended engagement.",,,
aurora_s,SHIP,"During the prototypical stages of design, Tri-Tachyon engineers explored a variety of routes to increase the effectiveness of the Aurora hull. This prototypical hull focused on improving the fire output and range of the ship to create an artillery vessel comparable to a miniature Paragon. While the addition of an improved targeting system, modifications to the weapon output to improve range, and the inclusion of a large energy mount made the ship a better damage dealer, the hull was easily overwhelmed when encountering many smaller craft. Further, additional capacitance could not be added, nor the formidable Fortress Shield be installed, both due to limitations in the hull and expense. While the current Aurora, with it's nimble engine system, became the cruiser of choice, a few of these original prototypes were still made and put into military service. Nowadays, the Aurora (S) is nothing more than an interesting relic of a design process rather than actual combat vessel, only sought after by the richest of collectors.",,,
fury_s,SHIP,"Something of a vanity project, the Fury (Assault) is the product of the singular vision of Tri-Tachyon Executive Ashley Prince. While the Fury was designed to pounce on weakened enemies to exploit an opening, Prince felt that the ship should be able to wade into the enemy fleet and make the opening to begin with. With exceptional investment and harsh design reiterations, the Fury Prince Assault Model was eventually produced. Substantially heavier and more expensive to maintain and deploy, the ship possessed exceptional flux capacity and superb shield integrity. While the ship itself was adequeate for Prince's vision, widespread implementation was never carried out as a ship designed to get stuck into the enemy simply did not fit within the prevailing idea of mobile warfare within the company. Only a very limited run of these were produced for Executive Prince and a couple of their more aggressive-minded associates, and thus are very rarely seen in Tri-Tachyon fleets.",,,
hippocampus,SHIP,"Taking note of the rapidly changing situation in the Persean Sector, the Tri-Tachyon Corporation investigated an alternative to the Venture that could deal with the new chaotic realities they found themselves in. The culmination of this research was the Hippocampus, a modification of the Gemini with improved flux systems, a conversion to a more flexible weapons and flight deck loadout, and the inclusion of a very sophisticated range of photometric scanners, deep-terrain sensors and atmosphere characterisation equipment that drastically reduces the workload cost required to carry out a survey. The cost of the 'Hippo's attractive capabilities is a drastic loss in cargo space and relatively high logistical profile, requiring a sizeable investment in support vessels to support it.",,,
roach_king,SHIP,"Originally a product of desperation, the original Roach King was devised as a stop-gap defensive vessel against Hazard Mining Incorporated. The desperate defenders of some now forgotten polity had taken a piece of their destroyed station, attached engines, weapons and assorted space junk, and used it as the flagship for their rag-tag fleet. Unfortunately this first vessel was lacking in maneuvering thrusters, and during the pivotal battle the ship ended up flying straight through the HMI formation and into the system's star. The HMI, however, saw the potential in weaponising otherwise useless station parts from their conquests, and thus the current iteration of the Roach King was born. Shockingly hardy, this ship can wither truly horrific amounts of damage and come back for more. Furthermore, if the ship were to somehow be destroyed, it can be reconstructed in more favourable and far more terrible forms. This ship however is notoriously sluggish, and regularly costs a pretty penny in repair costs.",,,
slugworth,SHIP,"The Mora is often used as the beginning of a colony or mining center on alien worlds, with the main structure buried in the ground and used as the basis of later colonial structures. On considering this, Company scavangers often try the reverse: taking a colony building, attaching engines to it, and attempting to use the building as a space-faring vessel. These makeshift ships almost always have mixed to poor results, never gaining a vessel designation according to official Hegemony Ship lists due to the floating buildings  never lasting long enough in large enough numbers to be recognised. The single exclusion to this are vessels based on the Slugworth Organics Pumping Station, which are officially recognised as a class of cruiser. The Slugworth building was originally built to be modular for ease of transport, and be assembled in high corrosion and high pressure environments on otherwise toxic worlds. With very little alteration the structure could be converted into a resiliant if sluggish carrier, something which many Company scavanger captains leap upon due to ease of acquisition from colony wreckage or simply constructing the 'ship' themselves. Due to the modular construction, it is incredibly easy to reassemble in case of destruction - with some choice alterations often added by discerning scavangers.",,,
sulemain,SHIP,"Recovered from the ruins of a long-passed polity (and this time around, it actually was long passed), the Suleiman is an incomplete design. The core of the ship including engines, reactor, flight deck and some weapon mounts are intact, however large portions of the ship are missing from the blueprint either due to corruption or deletion. The intact regions are incredibly intriguing due to the presence of aberrant design features, like a large energy mount that is fitted into the roof of the hangar bay, and an incredibly efficient engine reactor. Hazard Mining, seeing the huge potential of this vessel, decided to simply hack on parts from other designs to the ship, producing a strange mish-mash of high tech excellence tempered by low tech stability. The product of this process is the Suleiman, a frighteningly aggresive heavy cruiser with good flux stats, a very good weapons layout, and a much covetted plasma jet system. While the design works as intended, the same discontinuity between high tech and low tech regions can result in problems during construction and repair, often requiring improvisation and ingenuity to keep the vessel running.",,,
weaver,SHIP,"On investigating an old Domain-Era facility, the Company located a weapons system that was based on the Thermal Pulse Cannon. The design was a major improvement, with additional integrated weapons systems and truly astounding flux systems. These features, while primative to Domain-Era technology, are miles ahead of current technology in the post-Collapse Persean sector, and thus the Company sought to turn this platform into a useable weapons system. However there was a key problem - the design was originally made to test the new Thermal Pulse Cannon and how it behaved with other weapons and shield systems 'in vacuo', and not for combat trials. The Company, not to be deterred, took the design, and hacked on engines and a reactor to the design to produce the Weaver. With very good combat stats, the ship suffers from poor movement and high maintenance, as the weapons systems was not designed to see combat.",,,
hmi_ionos,SHIP,"Designed to provide tactical flexibility to the discerning commander, the Ionos can act both as a close support vessel with its large energy mount, or as an attack vessel with its generous hardpoint layout and High Energy Focus system. However, to accomodate the large turret in the relatively small frame, cut-backs prevented weapons mounted in the large turret from aiming forwards, thus in order to use the mount the ship itself needs to physically rotate, preventing simultaneous use with the forward hardpoints. Consequently this ship can occupy either a close support or assault vessel role, but never at the same time.",,,
hmi_forgiveness,SHIP,"An incredibly rare prototype of the Doom bourne from the engineering standpoint that the Phase Cloak was unfeasible, this vessel mounts a degraded version of the Mine Strike and considerably more ordinance.

Phase Cloaking is an advanced piece of technology, and some individuals within Tri-Tachyon percieved that its widespread implementation would be impossible. This was due to the expense of the drive, the long-term effects of sustained p-space exposure on crew and officers, and the reliability of the cloak itself. Consequently a limited run of 'phaseless' prototypes were produced, however these ships repeatedly ran into problems with their extraneous systems. In the case of the Pardon, the existing Mine Strike system was unable to teleport mines onto the target, as a large part of the system required the phase cloak to transport the explosive charge. A more prototypical analogue of the system was implemented, but its performance left a lot to be desired. To compensate for this the designers added additional ordinance, adding two large energy and two medium energy mounts where the phase cloak drives would normally be placed.  Only a very, very limited number of this vessel were ever produced, as it was a derivative of an already secret vessel before review, and after it was determined that the Doom was simply more effective in its role despite the Pardon's fearsome firepower. The ship, however, is still seen rarely  in Tri-Tachyon fleets under the control of the more covetous, collection-inclined Senior Executives.",,,
,,,,,
# CAPITAL CAPITAL CAPITAL,,,,,
,,,,,
junk,SHIP,"The original design of the Junk was widespread throughout the Domain some many, many, MANY cycles ago. Some say they were even rumoured to be precursors to the Gate Haulers of legend. What is apparent, however, is their large size, incredible bulk and terrible engine power meant they were quickly outclassed by comparatively smaller and more efficient designs, such as the Atlas. Thus the Junk was to be consigned to the history books - had a wreck and its incomplete plans not been discovered in an ancient Domain facility by Hazard Mining Incorporated. Now the well defined chasis is used as the framework for the attachment of many, many cargo pods, massive fuel tanks, large crew quarters, many weapon mounts, bits and pieces of salvaged ships, and even the integration of a weapon more at home on a defense satellite. Huge, lumbering and well armoured, this ship is able to fight off smaller pirate attacks all on it's own. This ship is used by the H.M.I. to bring the many tons of raw goods from the Outer Rim to the Core Systems, and many tons of supplies, weapons and marines back out to the Outer Rim.",,,
fishkill,SHIP,"The design of this hulk is shrouded in secrecy and obscurity. Some say it was based on a rumoured pirate attempt to reverse engineer the Astral, while others say it was an aquatic mining vessel reconstructed in space, and yet others claim that it was simply a junker design that just happened to be functional. Regardless of the source, Hazard Mining Incorporated immediately acquired the design, as the ample weapon slots, large fighter bays and the simplicity of integrating mining and salvage equipment into the hull turned this ship into a versatile capital option. Able to rapidly strip mine ore sources with ease, provide a significant contribution to salvage, and swarm smaller fleets with its numerous fighter wings, the Fishkill is an incredibly effective support vessel. Unfortunately, despite its good support capability the ship itself is sluggish, has a weak shield generator, and has poor flux stats, meaning it can very easily be overwhelmed by enemy ships.",,,
hmi_herakles,SHIP,"A mockery of the Paragon, the Herakles was designed with a mind towards mass production in environments where high-tech components would be absent. Instead of a very long range, energy-based layout, the Herakles is focused on massed, accurate ballistic and missile firepower to make approaching the ship a grueling prospect. When the Hazard Mining Company encounted the Herakles, the ship was still in the prototypical stages and was not even spaceworthy when the pirate dock it was attached to was destroyed by the Company. Salvaging the pieces and reverse-engineering the design, along with implementation of other technologies similarly found by the Company, Hazard Mining was able to reconstruct the vessel and its LPC. Currently the Herakles is a somewhat uncommon sight in Company fleets; after all, it's often easier and cheaper to construct smaller junk ships or salvage an old ship, than it is to construct this dedicated battleship that suffers from severe degradation after its peak time expires due to the many conflicting technologies at work in the ship. Regardless, it's presence is a truly awful prospect for any captain to attack.",,,
hmi_herakles_rc,SHIP,"This vessel bears the markings of the verbosely named Persean Democratic Revolutionary People's Council. In many regards, this vessel is substantially more refined than the Herakles observed in Hazard Mining fleets, giving some credance to the rumor that this vessel was originally designed for the Red Guard before the Company stole it. Bearing heavier armour and better range computators, this vessel is the slow-moving fist of the Revolutionary Red Guard.

A mockery of the Paragon, the Herakles was designed with a mind towards mass production in environments where high-tech components would be absent. Instead of a very long range, energy-based layout, the Herakles is focused on massed, accurate ballistic and missile firepower to make approaching the ship a grueling prospect. When the Hazard Mining Company encounted the Herakles, the ship was still in the prototypical stages and was not even spaceworthy when the pirate dock it was attached to was destroyed by the Company. Salvaging the pieces and reverse-engineering the design, along with implementation of other technologies similarly found by the Company, Hazard Mining was able to reconstruct the vessel and its LPC. Currently the Herakles is a somewhat uncommon sight in Company fleets; after all, it's often easier and cheaper to construct smaller junk ships or salvage an old ship, than it is to construct this dedicated battleship. Regardless, it's presence is a truly awful prospect for any captain to attack.",,,
hmi_locomotive,SHIP,"The Locomotive is a design bourne forth from a very simple mindset often observed in Hazard Mining Incorporated: if we strap engines onto it, can we make it work like a space ship? The Locomotive is the logical conclusion of this reasoning, as after cargo holds with engines to colonial buildings with engines, the only remaining option is an orbital station with engines. However, applying propulsion to a station is fraught with problems. The first is integrating engines into the station; if a force strong enough to move the station is applied, often what occurs is half the station is pushed into the other half, crumpling the would-be vessel. This means the underlying structure has to be strengthened. However to move the now-reinforced and thus heavier vessel, gigantic engines are required which hungrily consume large quantities of energy and fuel. The energy demands are so great that the shield system needs to be removed to just to move the vessel. Combined with the high cost and difficulty of even acquiring a station to begin with, these ships are incredibly rare, almost to the point where they aren't recognised as having a ship class by the Hegemony. Only a handful of these titanic vessels exist, used as flagships by the oldest and richest Company Executives, as well as occasionally the lucky Scavenger or Pirate Warlord.",,,
