id,trigger,conditions,script,text,options,notes
CabalAvoidExtortion,DialogOptionSelected,$option == avoidCabalExtortion,"AddText ""Thinking quickly, you launch into a rant about the sort of new-age nonsense that appeals to these Cabaleros. You make most of it up on the spot, but the Cabalero begins to smile and nod, tacitly agreeing with your \""philosophical arguments.\""""
AddText ""By the time you run out of inspiration, the $personRank is fully enraptured by your ramblings. \""Wise words, truly. You have given me much to think upon, $playerName.\""""
AddText ""The $personFaction $personRank ends the connection.""
UW_AdjustRepCustom $faction.id 0.05 null null HOSTILE null null
$entity.Cabal_extortionPaid = true 30
MakeOtherFleetNonHostile Cabal_extortion true 30
MakeHostileWhileTOff tOff false
MakeHostileWhileTOff false
MakeOtherFleetPreventDisengage cabalExtortion false
MakeOtherFleetAggressive cabalExtortion false
ShowDefaultVisual
EndConversation",,cutCommLink:Cut the comm link,
CabalAvoidContribution,DialogOptionSelected,$option == avoidCabalContribution,"AddText ""You begin a prepared routine, complete with lavish displays of wealth and glamour, in an attempt to impress the $personFaction $personRank. To your amazement, the sordid show seems to put a broad grin on the Cabalero's face.""
AddText ""When you wind down your act, the $personRank applauds. \""Truly inspired! You walk the Starlight Path well, $playerName. May the stars bless your ventures.\""""
AddText ""The $personFaction $personRank ends the connection.""
UW_AdjustRepCustom $faction.id 0.05 null null HOSTILE null null
$entity.Cabal_extortionPaid = true 30
MakeOtherFleetNonHostile Cabal_extortion true 30
MakeHostileWhileTOff tOff false
MakeHostileWhileTOff false
MakeOtherFleetPreventDisengage cabalExtortion false
MakeOtherFleetAggressive cabalExtortion false
ShowDefaultVisual
EndConversation",,cutCommLink:Cut the comm link,
,,,,,,
relLevelNeutralCabal,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == cabal",,"You are accepted as a member of the Starlight Cabal, for all the good it does you.",,
relLevelFavorableCabal,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == cabal",,The Starlight Cabal considers you to be an upstanding member of their society.,,
relLevelWelcomingCabal,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == cabal",,"Somehow, you have managed to gain the trust of the Starlight Cabal.",,
relLevelFriendlyCabal,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == cabal",,The Starlight Cabal sees you as a peer and friend.,,
relLevelCooperativeCabal,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == cabal",,"Against all odds, the Starlight Cabal sees you as an authority figure. Your words hold great weight within the shadowsphere.",,
relLevelSuspiciousCabal,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == cabal",,"You have started on the Starlight Path, or so the Cabal claims.",,
relLevelInhospitableCabal,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == cabal",,"The Starlight Cabal sees you as something more than a worthless peasant, meaning you are effectively free from their ire. For now.",,
relLevelHostileCabal,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == cabal",,"The Starlight Cabal thinks nothing of you. In other words, they'll blow you up for fun, given the chance.",,
relLevelVengefulCabal,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == cabal",,You have made yourself into an enemy of the Starlight Cabal. They are more than willing to leverage their considerable firepower against you.,,
,,,,,,
flavorTextMarketUWArigato,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == pirates
$market.id == uw_arigato
$id == uw_arigato","AddText ""Most of the business in Arigato is done in the Hard Dicker bar. Neon signs adorn the walls, advertising various sellers and their questionable wares. The 'representatives' for these sellers look very much like the other low-life patrons, sipping cheap green-tinted liquor while smoking a variety of expensive cigars. Old Dicker's portrait hangs above, protected by several panes of starship-grade armored glass."" marketFlavorTextColor",,,
,,,,,,
uwArigatoMarketAddOptionRepair1,PopulateOptions,"$hasMarket
$menuState == main
$tradeMode == OPEN
!RepairAvailable
UW_StyxRepairAvailable
RepairNeeded
RepairEnoughSupplies
$faction.id == pirates
$market.id == uw_arigato
$id == uw_arigato","SetTooltip marketRepair ""Full repairs require $global.repairSupplyCost supplies. $player.supplies supplies are available.""
SetTooltipHighlightColors marketRepair buttonShortcut buttonShortcut
SetTooltipHighlights marketRepair $global.repairSupplyCost $player.supplies
SetShortcut marketRepair ""A"" true",,15:marketRepair:Repair your ships at the dockyard,
uwArigatoMarketAddOptionRepair2,PopulateOptions,"$hasMarket
$menuState == main
$tradeMode == OPEN
!RepairAvailable
UW_StyxRepairAvailable
!RepairNeeded
$faction.id == pirates
$market.id == uw_arigato
$id == uw_arigato","SetTooltip marketRepair ""Your $shipOrFleet does not require any repairs.""
SetShortcut marketRepair ""A"" true
SetEnabled marketRepair false",,15:marketRepair:Repair your ships at the dockyard,
uwArigatoMarketAddOptionRepair3,PopulateOptions,"$hasMarket
$menuState == main
$tradeMode == OPEN
!RepairAvailable
UW_StyxRepairAvailable
RepairNeeded
!RepairEnoughSupplies
$faction.id == pirates
$market.id == uw_arigato
$id == uw_arigato","SetTooltip marketRepair ""Full repairs require $repairSupplyCost supplies. Only $supplies supplies are available.""
SetTooltipHighlightColors marketRepair buttonShortcut buttonShortcut
SetTooltipHighlights marketRepair $global.repairSupplyCost $player.supplies
SetShortcut marketRepair ""A"" true
SetEnabled marketRepair false",,15:marketRepair:Repair your ships at the dockyard,
,,,,,,
uwEncounterDickerson,BeginFleetEncounter,"$stillAlive
!$talked
$uwIsDickerson score:100
$uwDickersonLevel == 0","AddText ""You're being hailed by $personName."" $faction.baseColor
$talked = true 7
$hailing = true 0",,,
uwEncounterDickersonAngry,BeginFleetEncounter,"$stillAlive
!$talked
$uwIsDickerson score:100","unset $entity.ignorePlayerCommRequests
AddText ""You're being hailed by $personName."" $faction.baseColor
$talked = true 7
MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff true",,,
uwGreetingDickerson0,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 0
!$entity.isHostile",,"""Grettings from the Dickerson Clan. Have you visited our offices on Jangala?""
OR
""Stay out of trouble. Don't be a dick.""
OR
""This is our home. Don't you dare ruin it for everyone.""",cutCommLink:Cut the comm link,
uwGreetingDickerson0Hostile,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 0
$entity.isHostile",$entity.ignorePlayerCommRequests = true 1,"""You little prick! We'll teach you to start shit with the Dickersons!""
OR
""You wanna fight with the Dickersons, huh? You poor fool.""",cutCommLink:Cut the comm link,
uwGreetingDickerson1,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 1",$entity.ignorePlayerCommRequests = true 1,"""You killed my brother, you bastard! Or was it my sister?""
OR
""No one hurts my family, asshole!""",cutCommLink:Cut the comm link,
uwGreetingDickerson2,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 2",$entity.ignorePlayerCommRequests = true 1,"""The Dickersons send their regards.""
OR
""My name is Dickerson. You killed my father, my grandfather, and my other grandfather. Prepare to die.""",cutCommLink:Cut the comm link,
uwGreetingDickerson3,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 3",$entity.ignorePlayerCommRequests = true 1,"""You may have won the fight, but you will NOT win the war! You will never prevail!""
OR
""I will vanquish you here, or my name isn't Dickerson!""",cutCommLink:Cut the comm link,
uwGreetingDickerson4,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 4",$entity.ignorePlayerCommRequests = true 1,"""Our resources are endless, commander. Why do you persist? You cannot possibly win.""
OR
""I'll tear off your head and skullfuck you! I'll break your spine and shit down your neck! Your pain shall be legendary!""",cutCommLink:Cut the comm link,
uwGreetingDickerson5,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 5",$entity.ignorePlayerCommRequests = true 1,"""This ends here. Prepare to be Dicked!""
OR
""Behold, the power of the Dicker!""",cutCommLink:Cut the comm link,
uwGreetingDickerson6,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel == 6",$entity.ignorePlayerCommRequests = true 1,"""Congratulations, commander. You've killed more of us than I had thought possible."" The Dickerson clan lord claps for you, behind the vidscreen. ""It was really quite spectacular. But, as all things do, it must come to an end. Because, we both know that you're not in this for any personal gain; you just want a sense of accomplishment. You senselessly slaughter just to see how far we can be pushed."" Dickerson gestures behind, toward the titanic fleet under their command. ""This is it - the largest independent fleet ever assembled. You'll have your contest, and you'll damn the Persean Sector to Hell to have it."" The video cuts off, but Dickerson's voice remains. ""This ends when you step away, commander. Goodbye.""",cutCommLink:Cut the comm link,
uwGreetingDickerson7Plus,OpenCommLink,"$entity.uwIsDickerson score:100
$entity.uwDickersonLevel > 6",$entity.ignorePlayerCommRequests = true 1,"""...""",cutCommLink:Cut the comm link,
,,,,,,
uwGreetingTradeFleet,OpenCommLink,UW_ExtortFleet canExtortFleet score:20,"FireBest OpenCommLink
UW_ExtortFleet addOptions",,,
uwExtortCreditsStart,DialogOptionSelected,$option == uw_extortCredits,"UW_ExtortFleet getCredits
$uw_extortMode = ""credits""
UW_ExtortFleet rollViolentResistance
FireBest UW_ExtortResponse",,,
uwExtortCargoStart,DialogOptionSelected,$option == uw_extortCargo,"UW_ExtortFleet getCargo
$uw_extortMode = ""cargo""
UW_ExtortFleet rollViolentResistance
FireBest UW_ExtortResponse",,,
uwExtortCredits,UW_ExtortResponse,"$entity.relativeStrength < 0
$uw_extortMode == ""credits""",SetTextHighlights $entity.uw_extortCreditsStr,"""Please, we don't want any trouble. We can give you $uw_extortCreditsStr if you let us go.""
OR
""Fine, you bastard! You can have $uw_extortCreditsStr, just go away.""","uw_extortCreditsConfirm:""Fine, hand it over.""
uw_extortCargo:""Let's see your cargo instead.""
uw_extortCancel:""Never mind, I won't take your money.""",
uwExtortCargo,UW_ExtortResponse,"$entity.relativeStrength < 0
$uw_extortMode == ""cargo""",UW_ExtortFleet printCargo,"""Alright, alright! We'll turn over half our cargo.""

Your $shipOrFleet scans the $faction $otherShipOrFleet to see what they have.
OR
""Okay, okay, we'll drop our cargo! Just don't shoot us!""

Your $shipOrFleet scans the $faction $otherShipOrFleet to see what they have.","uw_extortCargoConfirm:""Right, start dropping your pods.""
uw_extortCredits:""Maybe you ought to pay in cash instead.""
uw_extortCancel:""Never mind, I won't take your goods.""",
uwExtortCreditsResist,UW_ExtortResponse,"$entity.relativeStrength >= 0 score:5
$uw_extortMode == ""credits""","UW_AdjustRepCustom $faction.id -0.02
$entity.ignorePlayerCommRequests = true 1","""Go to hell! As if we'd give you our hard-earned credits.""
OR
""You and whose army, huh? Now git before we call the cops.""",cutCommLink:Cut the comm link,
uwExtortCargoResist,UW_ExtortResponse,"$entity.relativeStrength >= 0 score:5
$uw_extortMode == ""cargo""","UW_AdjustRepCustom $faction.id -0.02
$entity.ignorePlayerCommRequests = true 1","""You'll have to pry our cargo from our cold dead hands!""
OR
""You're not getting our cargo without a fight! We won't give anything to the likes of you!""",cutCommLink:Cut the comm link,
uwExtortResistViolent,UW_ExtortResponse,$entity.uw_extortResistViolently score:99,"UW_AdjustRepCustom $faction.id -0.03
UW_ExtortFleet alertPatrols
MakeOtherFleetHostile uw_extort true
MakeOtherFleetAggressive uw_extort true
$entity.ignorePlayerCommRequests = true 1
ShowDefaultVisual
EndConversation","""Suck vacuum!""

$PersonRank $personName cuts the connection. The $faction $otherShipOrFleet powers up weapons.
OR
$PersonRank $personName just glares at you, $hisOrHer face turning puce. $HeOrShe slams a fist on the disconnect button, and the $faction $otherShipOrFleet powers up weapons.
OR
""We've heard of you, $playerName, and you can go to hell!""

$PersonRank $personName cuts the connection. The $faction $otherShipOrFleet powers up weapons.",,
uwExtortCargoNoLoot,UW_ExtortResponse,"$entity.relativeStrength < 0
$uw_extortMode == ""cargo""
$entity.uw_fleetCargoValue <= 0",,"""We... we don't have anything worth taking.""","uw_extortCredits:""Fine, let's see the contents of your credit balance.""
uw_extortCancel:""Forget it.""",
uwExtortBadRep,UW_ExtortResponse,$player.uw_extortMurderous score:5,,"""What's the point? You'd kill us anyway, you bloody psychopath.""
OR
""We've heard of you, $playerName. We're not giving you a damn dime.""
OR
""We're not giving you anything! Murderer!""",cutCommLink:Cut the comm link,
uwExtortCreditsConfirm,DialogOptionSelected,$option == uw_extortCreditsConfirm,"AddCredits $entity.uw_extortCredits
$entity.uw_extorted = true 30
SetTextHighlights $entity.uw_extortCreditsStr
UW_ExtortFleet modifyRep credits
UW_ExtortFleet addXP
UW_ExtortFleet alertPatrols","""Very well, here's $uw_extortCreditsStr"".",cutCommLink:Cut the comm link,
uwExtortCargoConfirm,DialogOptionSelected,$option == uw_extortCargoConfirm,"UW_ExtortFleet dropCargo
$entity.uw_extorted = true 30
UW_ExtortFleet modifyRep cargo
UW_ExtortFleet addXP
UW_ExtortFleet alertPatrols",The $otherShipOrFleet opens their hatches and starts rolling out pods full of loot.,,
uwExtortCancel,DialogOptionSelected,$option == uw_extortCancel,"$entity.ignorePlayerCommRequests = true 0
ShowDefaultVisual
EndConversation","""...""
The $personRank quickly cuts the connection before you can change your mind.",,
,,,,,,
uwGreetingTradeFleetAlreadyExtorted,OpenCommLink,"UW_ExtortFleet canExtortFleet score:20
$entity.uw_extorted",$entity.ignorePlayerCommRequests = true 1,"""What the hell do you want? We already paid you off.""
OR
""We already paid up! Are you here for more?""",cutCommLink:Cut the comm link,
,,,,,,
uwMarketAddOptionRestoreOrUpgrade,PopulateOptions,"$hasMarket
$menuState == main
$tradeMode == OPEN
UW_RestoreOrUpgradeAvailable","SetTooltip uwMarketRestoreOrUpgrade ""$global.uwRestoreOrUpgradeTooltip""
SetTooltipHighlightColors uwMarketRestore buttonShortcut
SetTooltipHighlights uwMarketRestore $global.uwRestoreShip",,16:uwMarketRestoreOrUpgrade:$global.uwRestoreOrUpgradeStr $global.uwRestoreShip,
uwMarketOptionRestoreOrUpgradeMenu,DialogOptionSelected,$option == uwMarketRestoreOrUpgrade,"$menuState = uwRestoreOrUpgrade
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionRestoreOrUpgradeBack,UWPopulateRestoreOrUpgradeOptions,,SetShortcut uwRestoreOrUpgradeBack ESCAPE,,25:uwRestoreOrUpgradeBack:Back,
uwMarketRestoreOrUpgradeBack,DialogOptionSelected,$option == uwRestoreOrUpgradeBack,"$menuState = main 0
FireAll PopulateOptions",,,
uwMarketAddOptionRestore1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_RestoreAvailable
UW_RestoreEnoughCredits","SetTooltip uwMarketRestore ""Cleaing $global.uwRestoreModsStr d-mod from $global.uwRestoreShip requires $global.uwRestoreCostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketRestore buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketRestore $global.uwRestoreShip $global.uwRestoreCostStr $player.creditsStr
UW_AddConfirmation uwMarketRestore ""Cleaing $global.uwRestoreModsStr d-mod from $global.uwRestoreShip requires $global.uwRestoreCostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,1:uwMarketRestore:Clear a d-mod from the hull,
uwMarketAddOptionRestore2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_RestoreAvailable
!UW_RestoreEnoughCredits","SetTooltip uwMarketRestore ""Clearing $global.uwRestoreModsStr d-mod from $global.uwRestoreShip requires $global.uwRestoreCostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketRestore buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketRestore $global.uwRestoreShip $global.uwRestoreCostStr $player.creditsStr
SetEnabled uwMarketRestore false",,1:uwMarketRestore:Clear a d-mod from the hull,
uwMarketOptionRestoreShip,DialogOptionSelected,$option == uwMarketRestore,"UW_RestoreShip
AddText ""$global.uwRestoreShip is $global.uwRestoreAfterStr by clearing $global.uwRestoreRemovedDMod from the hull, at the cost of $global.uwRestoreCostStr credits. $global.uwRestoreNumDModsStr""
SetTextHighlightColors hColor bad hColor hColor
SetTextHighlights $global.uwRestoreShip $global.uwRestoreRemovedDMod $global.uwRestoreCostStr $global.uwRestoreNumDModsStrHighlight
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionUpgradeU1_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U1
UW_UpgradeEnoughCredits U1","SetTooltip uwMarketUpgradeU1 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU1CostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU1 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketUpgradeU1 $global.uwUpgradeShip $global.uwUpgradeU1CostStr $player.creditsStr
UW_AddConfirmation uwMarketUpgradeU1 ""Installing a pair of built-in Borer Drone wings into $global.uwUpgradeShip requires $global.uwUpgradeU1CostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,2:uwMarketUpgradeU1:Install a pair of built-in Borer Drone wings,
uwMarketAddOptionUpgradeU1_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U1
!UW_UpgradeEnoughCredits U1","SetTooltip uwMarketUpgradeU1 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU1CostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU1 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketUpgradeU1 $global.uwUpgradeShip $global.uwUpgradeU1CostStr $player.creditsStr
SetEnabled uwMarketUpgradeU1 false",,2:uwMarketUpgradeU1:Install a pair of built-in Borer Drone wings,
uwMarketOptionUpgradeU1,DialogOptionSelected,$option == uwMarketUpgradeU1,"UW_UpgradeShip U1
AddText ""Installed a pair of built-in Borer Drone wings into $global.uwUpgradeShip, at the cost of $global.uwUpgradeU1CostStr credits.""
SetTextHighlightColors hColor hColor
SetTextHighlights $global.uwUpgradeShip $global.uwUpgradeU1CostStr
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionUpgradeU2_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U2
UW_UpgradeEnoughCredits U2","SetTooltip uwMarketUpgradeU2 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU2CostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU2 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketUpgradeU2 $global.uwUpgradeShip $global.uwUpgradeU2CostStr $player.creditsStr
UW_AddConfirmation uwMarketUpgradeU2 ""Installing a built-in Operations Center into $global.uwUpgradeShip requires $global.uwUpgradeU2CostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,3:uwMarketUpgradeU2:Install a built-in Operations Center,
uwMarketAddOptionUpgradeU2_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U2
!UW_UpgradeEnoughCredits U2","SetTooltip uwMarketUpgradeU2 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU2CostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU2 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketUpgradeU2 $global.uwUpgradeShip $global.uwUpgradeU2CostStr $player.creditsStr
SetEnabled uwMarketUpgradeU2 false",,3:uwMarketUpgradeU2:Install a built-in Operations Center,
uwMarketOptionUpgradeU2,DialogOptionSelected,$option == uwMarketUpgradeU2,"UW_UpgradeShip U2
AddText ""Installed a built-in Operations Center into $global.uwUpgradeShip, at the cost of $global.uwUpgradeU2CostStr credits.""
SetTextHighlightColors hColor hColor
SetTextHighlights $global.uwUpgradeShip $global.uwUpgradeU2CostStr
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionUpgradeU3_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U3
UW_UpgradeEnoughCredits U3","SetTooltip uwMarketUpgradeU3 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU3CostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU3 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketUpgradeU3 $global.uwUpgradeShip $global.uwUpgradeU3CostStr $player.creditsStr
UW_AddConfirmation uwMarketUpgradeU3 ""Installing a built-in Hellfire Cannon into $global.uwUpgradeShip requires $global.uwUpgradeU3CostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,4:uwMarketUpgradeU3:Install a built-in Hellfire Cannon,
uwMarketAddOptionUpgradeU3_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U3
!UW_UpgradeEnoughCredits U3","SetTooltip uwMarketUpgradeU3 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU3CostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeU3 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketUpgradeU3 $global.uwUpgradeShip $global.uwUpgradeU3CostStr $player.creditsStr
SetEnabled uwMarketUpgradeU3 false",,4:uwMarketUpgradeU3:Install a built-in Hellfire Cannon,
uwMarketOptionUpgradeU3,DialogOptionSelected,$option == uwMarketUpgradeU3,"UW_UpgradeShip U3
AddText ""Installed a built-in Hellfire Cannon into $global.uwUpgradeShip, at the cost of $global.uwUpgradeU3CostStr credits.""
SetTextHighlightColors hColor hColor
SetTextHighlights $global.uwUpgradeShip $global.uwUpgradeU3CostStr
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionUpgradeU4_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U4
UW_UpgradeEnoughCredits U4","SetTooltip uwMarketUpgradeU4 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU4CostStr credits. $player.creditsStr credits are available. Weapon slot upgrades: one medium slot is increased to large and three small slots are increased to medium.""
SetTooltipHighlightColors uwMarketUpgradeU4 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketUpgradeU4 $global.uwUpgradeShip $global.uwUpgradeU4CostStr $player.creditsStr
UW_AddConfirmation uwMarketUpgradeU4 ""Upgrading modular weapon slots and increasing maximum ordnance points by 25 for $global.uwUpgradeShip requires $global.uwUpgradeU4CostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,5:uwMarketUpgradeU4:Upgrade modular weapon slots (+25 OP),
uwMarketAddOptionUpgradeU4_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable U4
!UW_UpgradeEnoughCredits U4","SetTooltip uwMarketUpgradeU4 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeU4CostStr credits. Only $player.creditsStr credits are available. Weapon slot upgrades: one medium slot is increased to large and three small slots are increased to medium.""
SetTooltipHighlightColors uwMarketUpgradeU4 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketUpgradeU4 $global.uwUpgradeShip $global.uwUpgradeU4CostStr $player.creditsStr
SetEnabled uwMarketUpgradeU4 false",,5:uwMarketUpgradeU4:Upgrade modular weapon slots (+25 OP),
uwMarketOptionUpgradeU4,DialogOptionSelected,$option == uwMarketUpgradeU4,"UW_UpgradeShip U4
AddText ""Upgraded modular weapon slots and increased maximum ordnance points by 25 for $global.uwUpgradeShip, at the cost of $global.uwUpgradeU4CostStr credits.""
SetTextHighlightColors hColor hColor
SetTextHighlights $global.uwUpgradeShip $global.uwUpgradeU4CostStr
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionUpgradeF1_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable F1
!UW_UpgradeInstalled F2
UW_UpgradeEnoughCredits F1","SetTooltip uwMarketUpgradeF1 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeF1CostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeF1 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketUpgradeF1 $global.uwUpgradeShip $global.uwUpgradeF1CostStr $player.creditsStr
UW_AddConfirmation uwMarketUpgradeF1 ""Replacing the built-in Borer Drones with a pair of Terminator Drone wings for $global.uwUpgradeShip requires $global.uwUpgradeF1CostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,6:uwMarketUpgradeF1:Replace built-in Borer Drones with Terminator Drones,
uwMarketAddOptionUpgradeF1_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable F1
!UW_UpgradeInstalled F2
!UW_UpgradeEnoughCredits F1","SetTooltip uwMarketUpgradeF1 ""Installing this upgrade into $global.uwUpgradeShip requires $global.uwUpgradeF1CostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketUpgradeF1 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketUpgradeF1 $global.uwUpgradeShip $global.uwUpgradeF1CostStr $player.creditsStr
SetEnabled uwMarketUpgradeF1 false",,6:uwMarketUpgradeF1:Replace built-in Borer Drones with Terminator Drones,
uwMarketOptionUpgradeF1,DialogOptionSelected,"!UW_UpgradeInstalled F2
$option == uwMarketUpgradeF1","UW_UpgradeShip F1
AddText ""Replaced the built-in Borer Drones with a pair of Terminator Drone wings for $global.uwUpgradeShip, at the cost of $global.uwUpgradeF1CostStr credits.""
SetTextHighlightColors hColor hColor
SetTextHighlights $global.uwUpgradeShip $global.uwUpgradeF1CostStr
FireAll UWPopulateRestoreOrUpgradeOptions",,,
uwMarketAddOptionSwapF1_1,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable F1
UW_UpgradeInstalled F2
UW_UpgradeEnoughCredits F1","SetTooltip uwMarketSwapF1 ""Swapping to this upgrade for $global.uwUpgradeShip requires $global.uwUpgradeF1SwapCostStr credits. $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketSwapF1 buttonShortcut buttonShortcut buttonShortcut
SetTooltipHighlights uwMarketSwapF1 $global.uwUpgradeShip $global.uwUpgradeF1SwapCostStr $player.creditsStr
UW_AddConfirmation uwMarketSwapF1 ""Replacing the fighter bays with a pair of built-in Terminator Drone wings and decreasing maximum ordnance points by 20 for $global.uwUpgradeShip requires $global.uwUpgradeF1SwapCostStr credits. $player.creditsStr credits are available. Do you want to proceed?""",,6:uwMarketSwapF1:Replace fighter bays with a pair of built-in Terminator Drone wings (-20 OP),
uwMarketAddOptionSwapF1_2,UWPopulateRestoreOrUpgradeOptions,"$hasMarket
$menuState == uwRestoreOrUpgrade
UW_UpgradeAvailable F1
UW_UpgradeInstalled F2
!UW_UpgradeEnoughCredits F1","SetTooltip uwMarketSwapF1 ""Swapping to this upgrade for $global.uwUpgradeShip requires $global.uwUpgradeF1SwapCostStr credits. Only $player.creditsStr credits are available.""
SetTooltipHighlightColors uwMarketSwapF1 buttonShortcut buttonShortcut bad
SetTooltipHighlights uwMarketSwapF1 $global.uwUpgradeShip $global.uwUpgradeF1SwapCostStr $player.creditsStr
SetEnabled uwMarketSwapF1 false",,6:uwMarketSwapF1:Replace fighter bays with a pair of built-in Terminator Drone wings (-20 OP),
